"Year","TeamId","Team","Conference","Division","ExpectedWins","Total Games","Total Wins","Total Losses","Total Ties","ConferenceGames Games","ConferenceGames Wins","ConferenceGames Losses","ConferenceGames Ties","HomeGames Games","HomeGames Wins","HomeGames Losses","HomeGames Ties","AwayGames Games","AwayGames Wins","AwayGames Losses","AwayGames Ties"
"2015","2635","Tennessee Tech","OVC","","0","11","4","7","0","8","3","5","0","5","3","2","0","4","1","3","0"
"2015","159","Dartmouth","Ivy","","0","10","9","1","0","7","6","1","0","5","5","0","0","5","4","1","0"
"2015","2405","Monmouth","Big South","","0","11","5","6","0","6","3","3","0","0","0","0","0","5","2","3","0"
"2015","13","Cal Poly","Big Sky","","0","11","4","7","0","9","4","5","0","5","2","3","0","6","2","4","0"
"2015","197","Oklahoma State","Big 12","","8.4","13","10","3","0","9","7","2","0","7","5","2","0","5","5","0","0"
"2015","2199","Eastern Michigan","Mid-American","West","1.6","12","1","11","0","8","0","8","0","6","0","6","0","6","1","5","0"
"2015","2316","Kentucky Wesleyan","Independent DII","","0","3","0","3","0","0","0","0","0","0","0","0","0","2","0","2","0"
"2015","2755","Grambling","SWAC","West","0","10","7","3","0","8","7","1","0","4","3","1","0","4","3","1","0"
"2015","2320","Lamar","Southland","","0","11","5","6","0","9","4","5","0","5","2","3","0","6","3","3","0"
"2015","2623","Missouri State","MVFC","","0","11","1","10","0","8","0","8","0","5","1","4","0","6","0","6","0"
"2015","2658","Texas A&M-Kingsville","Lone Star","","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2015","2382","Mercer","Southern","","0","11","5","6","0","7","2","5","0","6","3","3","0","5","2","3","0"
"2015","2310","Kentucky State","SIAC","West","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2015","2241","Gardner-Webb","Big South","","0.5","11","4","7","0","6","2","4","0","6","3","3","0","4","1","3","0"
"2015","2692","Weber State","Big Sky","","0","11","6","5","0","9","6","3","0","5","4","1","0","6","2","4","0"
"2015","2502","Portland State","Big Sky","","1.7","12","9","3","0","8","6","2","0","1","0","1","0","6","5","1","0"
"2015","2598","St. Francis (PA)","NEC","","0","10","6","4","0","6","4","2","0","4","4","0","0","5","1","4","0"
"2015","2653","Troy","Sun Belt","East","4.9","12","4","8","0","8","3","5","0","5","2","3","0","7","2","5","0"
"2015","2633","Tennessee","SEC","East","9.9","13","9","4","0","8","5","3","0","7","5","2","0","4","2","2","0"
"2015","426","University of Mount Union","Ohio","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","2567","SMU","American Athletic","West","2.4","12","2","10","0","8","1","7","0","7","2","5","0","5","0","5","0"
"2015","2032","Arkansas State","Sun Belt","East","8.2","13","9","4","0","8","8","0","0","6","5","1","0","6","4","2","0"
"2015","120","Maryland","Big Ten","East","3.8","12","3","9","0","8","1","7","0","6","2","4","0","5","1","4","0"
"2015","258","Virginia","ACC","Coastal","4.2","12","4","8","0","8","3","5","0","7","4","3","0","5","0","5","0"
"2015","2426","Navy","American Athletic","West","10","13","11","2","0","8","7","1","0","6","6","0","0","5","3","2","0"
"2015","36","Colorado State","Mountain West","Mountain","6.4","13","7","6","0","9","5","4","0","5","2","3","0","5","4","1","0"
"2015","2464","Northern Arizona","Big Sky","","0","11","7","4","0","8","5","3","0","5","5","0","0","6","2","4","0"
"2015","2011","Alabama State","SWAC","East","0","10","5","5","0","8","4","4","0","5","1","4","0","4","3","1","0"
"2015","2714","Western Colorado","Rocky Mountain","","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2015","2005","Air Force","Mountain West","Mountain","8.2","14","8","6","0","9","6","3","0","6","6","0","0","7","2","5","0"
"2015","301","San Diego","Pioneer","","0","11","9","2","0","8","7","1","0","6","6","0","0","4","3","1","0"
"2015","119","Towson","CAA","","0.4","11","7","4","0","8","5","3","0","6","5","1","0","5","2","3","0"
"2015","222","Villanova","CAA","","0","11","6","5","0","8","5","3","0","5","3","2","0","5","2","3","0"
"2015","171","Columbia","Ivy","","0","10","2","8","0","7","1","6","0","5","1","4","0","4","1","3","0"
"2015","2509","Purdue","Big Ten","West","1.8","12","2","10","0","8","1","7","0","7","2","5","0","5","0","5","0"
"2015","172","Cornell","Ivy","","0","10","1","9","0","7","1","6","0","5","1","4","0","5","0","5","0"
"2015","201","Oklahoma","Big 12","","10.4","13","11","2","0","9","8","1","0","6","6","0","0","5","5","0","0"
"2015","2022","American International","Northeast 10","","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2015","2640","Texas Southern","SWAC","West","0","8","2","6","0","7","1","6","0","5","1","4","0","3","1","2","0"
"2015","202","Tulsa","American Athletic","West","6.3","13","6","7","0","8","3","5","0","6","3","3","0","6","3","3","0"
"2015","253","Southern Utah","Big Sky","","0.7","12","8","4","0","8","7","1","0","5","5","0","0","5","3","2","0"
"2015","2369","Mars Hill","South Atlantic","","0","2","0","2","0","0","0","0","0","0","0","0","0","2","0","2","0"
"2015","61","Georgia","SEC","East","8.3","13","10","3","0","8","5","3","0","7","6","1","0","4","3","1","0"
"2015","259","Virginia Tech","ACC","Coastal","6.6","13","7","6","0","8","4","4","0","6","2","4","0","6","4","2","0"
"2015","2710","Western Illinois","MVFC","","0","13","7","6","0","9","5","4","0","5","4","1","0","8","3","5","0"
"2015","204","Oregon State","Pac-12","North","3","12","2","10","0","9","0","9","0","6","2","4","0","6","0","6","0"
"2015","2681","Wagner","NEC","","0","11","1","10","0","6","1","5","0","5","1","4","0","6","0","6","0"
"2015","242","Rice","Conference USA","West","5.1","12","5","7","0","8","3","5","0","6","3","3","0","6","2","4","0"
"2015","2448","North Carolina A&T","MEAC","","0","12","10","2","0","8","7","1","0","5","4","1","0","6","5","1","0"
"2015","2110","Central Arkansas","Southland","","0","10","6","4","0","8","6","2","0","4","2","2","0","6","4","2","0"
"2015","30","USC","Pac-12","South","8.3","14","8","6","0","10","6","4","0","7","5","2","0","5","3","2","0"
"2015","265","Washington State","Pac-12","North","8.6","13","9","4","0","9","6","3","0","6","4","2","0","6","4","2","0"
"2015","2097","Campbell","Pioneer","","0","11","5","6","0","8","3","5","0","6","3","3","0","5","2","3","0"
"2015","311","Maine","CAA","","0","11","3","8","0","8","3","5","0","5","2","3","0","6","1","5","0"
"2015","2","Auburn","SEC","West","6.9","13","7","6","0","8","2","6","0","7","3","4","0","4","2","2","0"
"2015","2065","Bethune-Cookman","MEAC","","0","11","9","2","0","8","7","1","0","5","5","0","0","5","3","2","0"
"2015","98","Western Kentucky","Conference USA","East","10.5","14","12","2","0","9","9","0","0","6","6","0","0","7","5","2","0"
"2015","60","Morehouse College","SIAC","East","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2015","2822","North Greenville","Independent DII","","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2015","2198","Eastern Kentucky","OVC","","0.2","11","6","5","0","8","5","3","0","4","3","1","0","5","1","4","0"
"2015","304","Idaho State","Big Sky","","0","11","2","9","0","8","1","7","0","5","1","4","0","5","1","4","0"
"2015","153","North Carolina","ACC","Coastal","11.2","14","11","3","0","9","8","1","0","7","7","0","0","4","4","0","0"
"2015","57","Florida","SEC","East","9.1","14","10","4","0","9","7","2","0","7","6","1","0","4","3","1","0"
"2015","50","Florida A&M","MEAC","","0","11","1","10","0","8","1","7","0","4","1","3","0","6","0","6","0"
"2015","154","Wake Forest","ACC","Atlantic","4.1","12","3","9","0","8","1","7","0","6","1","5","0","6","2","4","0"
"2015","295","Old Dominion","Conference USA","East","3.8","12","5","7","0","8","3","5","0","7","3","4","0","5","2","3","0"
"2015","2115","Central Connecticut","NEC","","0","11","4","7","0","6","3","3","0","6","3","3","0","5","1","4","0"
"2015","278","Fresno State","Mountain West","West","4","12","3","9","0","8","2","6","0","6","2","4","0","6","1","5","0"
"2015","238","Vanderbilt","SEC","East","4.2","12","4","8","0","8","2","6","0","6","3","3","0","6","1","5","0"
"2015","166","New Mexico State","Sun Belt","","3.8","12","3","9","0","8","3","5","0","5","1","4","0","7","2","5","0"
"2015","2424","New Mexico Highlands","Rocky Mountain","","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2015","2444","Newberry","South Atlantic","","0","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0"
"2015","58","South Florida","American Athletic","East","8.1","13","8","5","0","8","6","2","0","6","5","1","0","6","3","3","0"
"2015","160","New Hampshire","CAA","","0","12","7","5","0","8","5","3","0","6","5","1","0","6","2","4","0"
"2015","2643","The Citadel","Southern","","0.2","13","9","4","0","7","6","1","0","6","5","1","0","7","4","3","0"
"2015","2916","Incarnate Word","Southland","","0","10","5","5","0","8","4","4","0","4","3","1","0","6","2","4","0"
"2015","2803","Bryant","NEC","","0","11","5","6","0","6","3","3","0","4","3","1","0","6","2","4","0"
"2015","2377","McNeese","Southland","","0","10","9","1","0","9","8","1","0","6","5","1","0","3","3","0","0"
"2015","130","Michigan","Big Ten","East","9.7","13","10","3","0","8","6","2","0","7","5","2","0","5","4","1","0"
"2015","2447","Nicholls","Southland","","0","10","3","7","0","8","3","5","0","3","1","2","0","7","2","5","0"
"2015","235","Memphis","American Athletic","West","8.4","13","9","4","0","8","5","3","0","6","5","1","0","6","4","2","0"
"2015","2449","North Dakota State","MVFC","","0","15","13","2","0","9","8","1","0","9","8","1","0","4","3","1","0"
"2015","195","Ohio","Mid-American","East","7.1","13","8","5","0","8","5","3","0","6","5","1","0","6","3","3","0"
"2015","6","South Alabama","Sun Belt","East","2.7","12","5","7","0","8","3","5","0","5","2","3","0","6","2","4","0"
"2015","249","North Texas","Conference USA","West","1","12","1","11","0","8","1","7","0","5","1","4","0","7","0","7","0"
"2015","2016","Alcorn State","SWAC","East","0","11","8","3","0","9","8","1","0","3","2","1","0","5","4","1","0"
"2015","77","Northwestern","Big Ten","West","8","13","10","3","0","8","6","2","0","7","6","1","0","4","3","1","0"
"2015","2830","St. Anselm","Northeast 10","","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2015","2184","Duquesne","NEC","","0","12","8","4","0","6","5","1","0","5","5","0","0","7","3","4","0"
"2015","38","Colorado","Pac-12","South","3.4","13","4","9","0","9","1","8","0","6","2","4","0","6","1","5","0"
"2015","218","Temple","American Athletic","East","9.2","14","10","4","0","9","7","2","0","6","5","1","0","7","5","2","0"
"2015","213","Penn State","Big Ten","East","7.3","13","7","6","0","8","4","4","0","7","6","1","0","4","0","4","0"
"2015","290","Georgia Southern","Sun Belt","West","8.9","13","9","4","0","8","6","2","0","6","5","1","0","6","3","3","0"
"2015","356","Illinois","Big Ten","West","4.7","12","5","7","0","8","2","6","0","6","4","2","0","5","1","4","0"
"2015","2535","Samford","Southern","","0","11","6","5","0","7","3","4","0","6","3","3","0","5","3","2","0"
"2015","2107","Catawba","South Atlantic","","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"2015","164","Rutgers","Big Ten","East","4.1","12","4","8","0","8","1","7","0","6","1","5","0","5","2","3","0"
"2015","2046","Austin Peay","OVC","","0","11","0","11","0","8","0","8","0","5","0","5","0","5","0","5","0"
"2015","56","Stetson","Pioneer","","0","11","3","8","0","8","1","7","0","6","2","4","0","4","1","3","0"
"2015","2006","Akron","Mid-American","East","7.9","13","8","5","0","8","5","3","0","6","3","3","0","6","4","2","0"
"2015","2848","Western Oregon","Great Northwest","","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","68","Boise State","Mountain West","Mountain","9.3","13","9","4","0","8","5","3","0","6","4","2","0","6","4","2","0"
"2015","52","Florida State","ACC","Atlantic","9.6","13","10","3","0","8","6","2","0","7","7","0","0","5","3","2","0"
"2015","2636","UTSA","Conference USA","West","4.7","12","3","9","0","8","3","5","0","6","1","5","0","6","2","4","0"
"2015","2261","Hampton","MEAC","","0","11","6","5","0","8","5","3","0","5","3","2","0","5","2","3","0"
"2015","2542","Savannah St","MEAC","","0","10","1","9","0","8","1","7","0","4","1","3","0","5","0","5","0"
"2015","2075","Bowie State","CIAA","Northern","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2015","2439","UNLV","Mountain West","West","3.5","12","3","9","0","8","2","6","0","5","1","4","0","6","1","5","0"
"2015","2546","Southeast Missouri State","OVC","","0","11","4","7","0","7","3","4","0","0","0","0","0","5","1","4","0"
"2015","2560","Shorter","Gulf South","","0","2","1","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2015","2050","Ball State","Mid-American","West","2.7","12","3","9","0","8","2","6","0","6","2","4","0","6","1","5","0"
"2015","151","East Carolina","American Athletic","East","5.5","12","5","7","0","8","3","5","0","6","3","3","0","6","2","4","0"
"2015","264","Washington","Pac-12","North","7.5","13","7","6","0","9","4","5","0","7","4","3","0","5","2","3","0"
"2015","2086","Butler","Pioneer","","0","10","5","5","0","8","4","4","0","5","5","0","0","5","0","5","0"
"2015","2229","Florida International","Conference USA","East","4.9","12","5","7","0","8","3","5","0","5","4","1","0","7","1","6","0"
"2015","2294","Iowa","Big Ten","West","10.1","14","12","2","0","9","8","1","0","7","7","0","0","5","5","0","0"
"2015","2309","Kent State","Mid-American","East","3.6","12","3","9","0","8","2","6","0","6","2","4","0","6","1","5","0"
"2015","2433","UL Monroe","Sun Belt","East","1.8","13","2","11","0","8","1","7","0","5","2","3","0","8","0","8","0"
"2015","233","South Dakota","MVFC","","0","11","5","6","0","8","3","5","0","5","3","2","0","6","2","4","0"
"2015","2029","Arkansas-Pine Bluff","SWAC","West","0","10","2","8","0","8","1","7","0","5","1","4","0","2","1","1","0"
"2015","219","Pennsylvania","Ivy","","0","10","7","3","0","7","6","1","0","5","3","2","0","5","4","1","0"
"2015","2572","Southern Miss","Conference USA","West","9.2","14","9","5","0","9","7","2","0","6","5","1","0","7","4","3","0"
"2015","2116","UCF","American Athletic","East","0.3","12","0","12","0","8","0","8","0","6","0","6","0","6","0","6","0"
"2015","2017","Alderson-Broaddus","Independent DII","","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2015","53","Florida Tech","Gulf South","","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2015","189","Bowling Green","Mid-American","East","10.3","14","10","4","0","9","8","1","0","5","3","2","0","6","6","0","0"
"2015","276","Marshall","Conference USA","East","9","13","10","3","0","8","6","2","0","6","6","0","0","6","3","3","0"
"2015","2233","Franklin","Heartland","","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2015","2579","South Carolina","SEC","East","3.9","12","3","9","0","8","1","7","0","6","2","4","0","5","0","5","0"
"2015","135","Minnesota","Big Ten","West","6.6","13","6","7","0","8","2","6","0","7","3","4","0","5","2","3","0"
"2015","333","Alabama","SEC","West","12.5","15","14","1","0","9","8","1","0","7","6","1","0","4","4","0","0"
"2015","158","Nebraska","Big Ten","West","7.6","13","6","7","0","8","3","5","0","7","3","4","0","5","2","3","0"
"2015","2805","Clark Atlanta","SIAC","East","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2015","66","Iowa State","Big 12","","4.8","12","3","9","0","9","2","7","0","6","3","3","0","6","0","6","0"
"2015","2166","Davidson","Pioneer","","0","11","2","9","0","8","1","7","0","6","1","5","0","4","1","3","0"
"2015","2084","Buffalo","Mid-American","East","5.2","12","5","7","0","8","3","5","0","6","2","4","0","6","3","3","0"
"2015","2804","Chowan","CIAA","Northern","0","2","1","1","0","0","0","0","0","0","0","0","0","2","1","1","0"
"2015","2440","Nevada","Mountain West","West","6.2","13","7","6","0","9","5","4","0","6","4","2","0","6","2","4","0"
"2015","2534","Sam Houston","Southland","","0.7","14","10","4","0","9","7","2","0","8","7","1","0","5","2","3","0"
"2015","309","Louisiana","Sun Belt","East","3.7","12","4","8","0","8","3","5","0","6","3","3","0","6","1","5","0"
"2015","282","Indiana State","MVFC","","0","11","5","6","0","8","3","5","0","6","4","2","0","4","1","3","0"
"2015","2655","Tulane","American Athletic","West","2.8","12","3","9","0","8","1","7","0","6","2","4","0","6","1","5","0"
"2015","251","Texas","Big 12","","5","12","5","7","0","9","4","5","0","6","3","3","0","5","1","4","0"
"2015","2459","Northern Illinois","Mid-American","West","7","14","8","6","0","9","6","3","0","6","5","1","0","6","3","3","0"
"2015","2348","Louisiana Tech","Conference USA","West","9.5","13","9","4","0","8","6","2","0","6","5","1","0","6","3","3","0"
"2015","2638","UTEP","Conference USA","West","4.2","12","5","7","0","8","3","5","0","5","3","2","0","7","2","5","0"
"2015","2582","Southern","SWAC","West","0","10","6","4","0","8","6","2","0","3","2","1","0","6","4","2","0"
"2015","107","Holy Cross","Patriot","","0","11","6","5","0","6","3","3","0","6","4","2","0","3","1","2","0"
"2015","2193","East Tennessee State","FCS Independents","","0","11","2","9","0","0","0","0","0","0","0","0","0","5","0","5","0"
"2015","99","LSU","SEC","West","8","12","9","3","0","8","5","3","0","7","6","1","0","4","2","2","0"
"2015","2717","Western Carolina","Southern","","0","11","7","4","0","7","5","2","0","5","5","0","0","6","2","4","0"
"2015","2460","Northern Iowa","MVFC","","0","14","9","5","0","9","5","4","0","6","5","1","0","6","2","4","0"
"2015","2287","Illinois State","MVFC","","0","13","10","3","0","9","8","1","0","7","6","1","0","5","4","1","0"
"2015","2649","Toledo","Mid-American","West","9.6","12","10","2","0","8","6","2","0","6","4","2","0","5","5","0","0"
"2015","2393","Middle Tennessee","Conference USA","East","7.2","13","7","6","0","8","6","2","0","6","5","1","0","6","2","4","0"
"2015","84","Indiana","Big Ten","East","7.4","13","6","7","0","8","2","6","0","7","3","4","0","5","3","2","0"
"2015","2000","Abilene Christian","Southland","","0","10","3","7","0","8","3","5","0","0","0","0","0","5","0","5","0"
"2015","2197","Eastern Illinois","OVC","","0","12","7","5","0","8","7","1","0","5","3","2","0","7","4","3","0"
"2015","302","UC Davis","Big Sky","","0","11","2","9","0","8","2","6","0","5","1","4","0","5","1","4","0"
"2015","2551","Shaw","CIAA","Southern","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2015","2305","Kansas","Big 12","","1.2","12","0","12","0","9","0","9","0","7","0","7","0","5","0","5","0"
"2015","2247","Georgia State","Sun Belt","West","7.6","13","6","7","0","8","5","3","0","5","2","3","0","6","4","2","0"
"2015","2069","Black Hills State","Rocky Mountain","","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2015","2529","Sacred Heart","NEC","","0","11","6","5","0","6","3","3","0","5","3","2","0","6","3","3","0"
"2015","326","Texas State","Sun Belt","East","3.6","12","3","9","0","8","2","6","0","6","3","3","0","6","0","6","0"
"2015","9","Arizona State","Pac-12","South","7","13","6","7","0","9","4","5","0","7","5","2","0","4","1","3","0"
"2015","2634","Tennessee State","OVC","","0","10","4","6","0","7","1","6","0","2","1","1","0","5","1","4","0"
"2015","248","Houston","American Athletic","West","10.8","14","13","1","0","9","8","1","0","8","8","0","0","5","4","1","0"
"2015","225","Brown","Ivy","","0","10","5","5","0","7","3","4","0","5","2","3","0","5","3","2","0"
"2015","2450","Norfolk State","MEAC","","0","11","4","7","0","8","4","4","0","4","2","2","0","6","2","4","0"
"2015","150","Duke","ACC","Coastal","6.7","13","8","5","0","8","4","4","0","6","3","3","0","6","4","2","0"
"2015","48","Delaware","CAA","","0","11","4","7","0","8","3","5","0","6","3","3","0","5","1","4","0"
"2015","349","Army","FBS Independents","","4.1","12","2","10","0","0","0","0","0","6","1","5","0","5","1","4","0"
"2015","2466","Northwestern State","Southland","","0","10","4","6","0","8","4","4","0","5","3","2","0","5","1","4","0"
"2015","256","James Madison","CAA","","0.8","12","9","3","0","8","6","2","0","7","5","2","0","5","4","1","0"
"2015","2306","Kansas State","Big 12","","4.5","13","6","7","0","9","3","6","0","7","4","3","0","5","2","3","0"
"2015","41","UConn","American Athletic","East","7","13","6","7","0","8","4","4","0","6","4","2","0","6","2","4","0"
"2015","194","Ohio State","Big Ten","East","12.1","13","12","1","0","8","7","1","0","7","6","1","0","5","5","0","0"
"2015","183","Syracuse","ACC","Atlantic","4.6","12","4","8","0","8","2","6","0","7","4","3","0","5","0","5","0"
"2015","2523","Robert Morris","NEC","","0","11","4","7","0","6","2","4","0","6","3","3","0","4","1","3","0"
"2015","2237","Fort Lewis","Rocky Mountain","","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2015","257","Richmond","CAA","","0","14","10","4","0","9","7","2","0","6","6","0","0","8","4","4","0"
"2015","93","Murray State","OVC","","0","11","3","8","0","8","2","6","0","5","2","3","0","4","0","4","0"
"2015","2083","Bucknell","Patriot","","0","11","4","7","0","6","1","5","0","5","1","4","0","5","3","2","0"
"2015","2754","Youngstown State","MVFC","","0.2","11","5","6","0","8","3","5","0","6","3","3","0","5","2","3","0"
"2015","328","Utah State","Mountain West","Mountain","6.6","13","6","7","0","8","5","3","0","6","5","1","0","6","1","5","0"
"2015","2213","Emory & Henry College","Old Dominion","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","2169","Delaware State","MEAC","","0","11","1","10","0","8","1","7","0","5","1","4","0","6","0","6","0"
"2015","228","Clemson","ACC","Atlantic","14.1","15","14","1","0","9","9","0","0","7","7","0","0","5","5","0","0"
"2015","2506","Presbyterian","Big South","","0","11","2","9","0","6","1","5","0","5","2","3","0","5","0","5","0"
"2015","2429","Charlotte","Conference USA","East","2","12","2","10","0","8","0","8","0","6","1","5","0","6","1","5","0"
"2015","2703","Western New Mexico","Rocky Mountain","","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2015","167","New Mexico","Mountain West","Mountain","4.6","13","7","6","0","8","5","3","0","7","5","2","0","5","2","3","0"
"2015","2400","Mississippi Valley State","SWAC","East","0","9","0","9","0","7","0","7","0","3","0","3","0","5","0","5","0"
"2015","245","Texas A&M","SEC","West","7.8","13","8","5","0","8","4","4","0","7","5","2","0","3","1","2","0"
"2015","2401","Mississippi College","Gulf South","","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2015","21","San Diego State","Mountain West","West","11.8","14","11","3","0","9","9","0","0","6","5","1","0","6","4","2","0"
"2015","152","NC State","ACC","Atlantic","7","13","7","6","0","8","3","5","0","6","3","3","0","6","4","2","0"
"2015","155","North Dakota","Big Sky","","1","11","7","4","0","8","5","3","0","5","4","1","0","6","3","3","0"
"2015","2617","Stephen F. Austin","Southland","","0","10","4","6","0","8","4","4","0","5","3","2","0","4","1","3","0"
"2015","2900","St. Thomas (MN)","Minnesota","","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","2123","Chadron St","Rocky Mountain","","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2015","2132","Cincinnati","American Athletic","East","8.3","13","7","6","0","8","4","4","0","6","5","1","0","6","2","4","0"
"2015","2571","South Dakota State","MVFC","","0.9","12","8","4","0","8","5","3","0","0","0","0","0","6","4","2","0"
"2015","294","Jacksonville","Pioneer","","0","11","9","2","0","8","6","2","0","0","0","0","0","6","4","2","0"
"2015","2142","Colgate","Patriot","","0","14","9","5","0","6","6","0","0","5","3","2","0","9","6","3","0"
"2015","2415","Morgan State","MEAC","","0","10","4","6","0","8","4","4","0","4","2","2","0","5","1","4","0"
"2015","2181","Drake","Pioneer","","0","11","5","6","0","8","4","4","0","5","5","0","0","6","0","6","0"
"2015","25","California","Pac-12","North","7.9","13","8","5","0","9","4","5","0","6","5","1","0","6","2","4","0"
"2015","2396","Miles College","SIAC","West","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2015","2483","Oregon","Pac-12","North","8.2","13","9","4","0","9","7","2","0","7","5","2","0","5","4","1","0"
"2015","2545","SE Louisiana","Southland","","0","11","4","7","0","9","3","6","0","5","2","3","0","5","2","3","0"
"2015","2368","Marist","Pioneer","","0","11","5","6","0","8","4","4","0","5","3","2","0","6","2","4","0"
"2015","2913","Brevard College","South Atlantic","","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2015","2837","East Texas A&M","Lone Star","","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2015","331","Eastern Washington","Big Sky","","0","11","6","5","0","9","6","3","0","5","3","2","0","6","3","3","0"
"2015","2747","Wofford","Southern","","0.6","11","5","6","0","7","3","4","0","6","3","3","0","5","2","3","0"
"2015","2458","Northern Colorado","Big Sky","","0","11","6","5","0","8","3","5","0","6","4","2","0","5","2","3","0"
"2015","2911","William Jewell","Great Lakes","","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2015","2210","Elon","CAA","","0","11","4","7","0","8","3","5","0","5","1","4","0","6","3","3","0"
"2015","113","Massachusetts","Mid-American","East","3.2","12","3","9","0","8","2","6","0","6","1","5","0","6","2","4","0"
"2015","2413","Morehead State","Pioneer","","0","10","6","4","0","8","6","2","0","4","3","1","0","5","3","2","0"
"2015","2329","Lehigh","Patriot","","0","11","6","5","0","6","4","2","0","5","4","1","0","5","2","3","0"
"2015","2974","Shepherd","Mountain East","","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015","2569","South Carolina State","MEAC","","0","11","7","4","0","8","6","2","0","5","3","2","0","5","3","2","0"
"2015","2206","Edward Waters","SIAC","","0","2","0","2","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2015","2428","North Carolina Central","MEAC","","0","11","8","3","0","8","7","1","0","5","4","1","0","6","4","2","0"
"2015","2296","Jackson State","SWAC","East","0","10","2","8","0","8","2","6","0","4","1","3","0","4","1","3","0"
"2015","2117","Central Michigan","Mid-American","West","8.3","13","7","6","0","8","6","2","0","6","4","2","0","6","3","3","0"
