"Year","TeamId","Team","Conference","Division","ExpectedWins","Total Games","Total Wins","Total Losses","Total Ties","ConferenceGames Games","ConferenceGames Wins","ConferenceGames Losses","ConferenceGames Ties","HomeGames Games","HomeGames Wins","HomeGames Losses","HomeGames Ties","AwayGames Games","AwayGames Wins","AwayGames Losses","AwayGames Ties"
"2017","2695","West Alabama","Gulf South","","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2017","108","Harvard","Ivy","","0","10","5","5","0","7","3","4","0","5","3","2","0","4","1","3","0"
"2017","2542","Savannah St","MEAC","","0","11","3","8","0","8","3","5","0","4","2","2","0","7","1","6","0"
"2017","331","Eastern Washington","Big Sky","","0","11","7","4","0","8","6","2","0","5","3","2","0","5","3","2","0"
"2017","2029","Arkansas-Pine Bluff","SWAC","West","0","11","2","9","0","7","1","6","0","6","1","5","0","5","1","4","0"
"2017","145","Ole Miss","SEC","West","5.6","12","6","6","0","8","3","5","0","7","4","3","0","5","2","3","0"
"2017","47","Howard","MEAC","","0.1","11","7","4","0","8","6","2","0","4","3","1","0","7","4","3","0"
"2017","2377","McNeese","Southland","","0","10","8","2","0","9","7","2","0","4","4","0","0","6","4","2","0"
"2017","5","UAB","Conference USA","West","8.1","13","8","5","0","8","6","2","0","6","6","0","0","6","2","4","0"
"2017","2168","Dayton","Pioneer","","0","11","5","6","0","8","4","4","0","6","3","3","0","5","2","3","0"
"2017","2119","Central State (OH)","SIAC","West","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"2017","2634","Tennessee State","OVC","","0.9","11","6","5","0","7","2","5","0","4","2","2","0","5","2","3","0"
"2017","330","Virginia St","CIAA","Northern","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"2017","222","Villanova","CAA","","0.4","11","5","6","0","8","3","5","0","5","3","2","0","6","2","4","0"
"2017","46","Georgetown","Patriot","","0","11","1","10","0","6","0","6","0","4","0","4","0","6","1","5","0"
"2017","2046","Austin Peay","OVC","","0.1","12","8","4","0","8","7","1","0","5","4","1","0","7","4","3","0"
"2017","97","Louisville","ACC","Atlantic","9.1","13","8","5","0","8","4","4","0","6","4","2","0","5","3","2","0"
"2017","455","West Virginia Wesleyan","Mountain East","","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2017","2466","Northwestern State","Southland","","0","11","4","7","0","9","4","5","0","5","3","2","0","6","1","5","0"
"2017","2134","Clarion","Pennsylvania State Athletic","Western","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2017","2567","SMU","American Athletic","West","6.7","13","7","6","0","8","4","4","0","7","6","1","0","5","1","4","0"
"2017","43","Yale","Ivy","","0","10","9","1","0","7","6","1","0","5","5","0","0","5","4","1","0"
"2017","399","UAlbany","CAA","","0","11","4","7","0","8","2","6","0","5","3","2","0","6","1","5","0"
"2017","233","South Dakota","MVFC","","0.8","13","8","5","0","8","4","4","0","5","4","1","0","8","4","4","0"
"2017","107","Holy Cross","Patriot","","0.3","11","4","7","0","6","3","3","0","5","2","3","0","6","2","4","0"
"2017","158","Nebraska","Big Ten","West","3.4","12","4","8","0","9","3","6","0","7","2","5","0","5","2","3","0"
"2017","227","Rhode Island","CAA","","0","11","3","8","0","8","2","6","0","5","2","3","0","6","1","5","0"
"2017","41","UConn","American Athletic","East","2.5","12","3","9","0","8","2","6","0","6","2","4","0","5","1","4","0"
"2017","142","Missouri","SEC","East","7.5","13","7","6","0","8","4","4","0","7","4","3","0","5","3","2","0"
"2017","2198","Eastern Kentucky","OVC","","0.1","11","4","7","0","8","3","5","0","5","3","2","0","6","1","5","0"
"2017","225","Brown","Ivy","","0","10","2","8","0","7","0","7","0","4","2","2","0","5","0","5","0"
"2017","277","West Virginia","Big 12","","5.9","13","7","6","0","9","5","4","0","6","4","2","0","5","3","2","0"
"2017","2127","Charleston Southern","Big South","","0","11","6","5","0","5","3","2","0","5","4","1","0","6","2","4","0"
"2017","278","Fresno State","Mountain West","West","9.9","14","10","4","0","9","7","2","0","6","5","1","0","7","4","3","0"
"2017","2393","Middle Tennessee","Conference USA","East","7.2","13","7","6","0","8","4","4","0","6","4","2","0","6","2","4","0"
"2017","309","Louisiana","Sun Belt","East","4.8","12","5","7","0","8","4","4","0","5","3","2","0","7","2","5","0"
"2017","2598","St. Francis (PA)","NEC","","0","11","5","6","0","6","3","3","0","5","3","2","0","6","2","4","0"
"2017","59","Georgia Tech","ACC","Coastal","5.9","11","5","6","0","8","4","4","0","6","5","1","0","4","0","4","0"
"2017","30","USC","Pac-12","South","9.4","14","11","3","0","10","9","1","0","7","7","0","0","5","3","2","0"
"2017","2011","Alabama State","SWAC","East","0","11","5","6","0","7","4","3","0","7","2","5","0","4","3","1","0"
"2017","2368","Marist","Pioneer","","0","11","4","7","0","8","3","5","0","5","2","3","0","6","2","4","0"
"2017","2717","Western Carolina","Southern","","0","12","7","5","0","8","5","3","0","5","3","2","0","7","4","3","0"
"2017","12","Arizona","Pac-12","South","7.2","13","7","6","0","9","5","4","0","6","4","2","0","6","3","3","0"
"2017","2678","VMI","Southern","","0","11","0","11","0","8","0","8","0","5","0","5","0","6","0","6","0"
"2017","2916","Incarnate Word","Southland","","0","11","1","10","0","8","1","7","0","5","1","4","0","6","0","6","0"
"2017","2754","Youngstown State","MVFC","","0.1","11","6","5","0","8","4","4","0","6","4","2","0","5","2","3","0"
"2017","344","Mississippi State","SEC","West","9.5","13","9","4","0","8","4","4","0","7","5","2","0","5","3","2","0"
"2017","2166","Davidson","Pioneer","","0","11","2","9","0","8","0","8","0","6","2","4","0","5","0","5","0"
"2017","2396","Miles College","SIAC","West","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2017","48","Delaware","CAA","","0","11","7","4","0","8","5","3","0","6","5","1","0","5","2","3","0"
"2017","2523","Robert Morris","NEC","","0","11","2","9","0","6","0","6","0","5","2","3","0","6","0","6","0"
"2017","333","Alabama","SEC","West","12.8","14","13","1","0","9","8","1","0","7","7","0","0","4","3","1","0"
"2017","2241","Gardner-Webb","Big South","","0","11","1","10","0","5","0","5","0","5","1","4","0","6","0","6","0"
"2017","183","Syracuse","ACC","Atlantic","5.1","12","4","8","0","8","2","6","0","7","4","3","0","5","0","5","0"
"2017","2506","Presbyterian","Big South","","0","11","4","7","0","5","1","4","0","8","4","4","0","3","0","3","0"
"2017","50","Florida A&M","MEAC","","0","11","3","8","0","8","2","6","0","4","1","3","0","5","2","3","0"
"2017","242","Rice","Conference USA","West","1.5","12","1","11","0","8","1","7","0","5","0","5","0","6","1","5","0"
"2017","2641","Texas Tech","Big 12","","5.3","13","6","7","0","9","3","6","0","6","2","4","0","5","3","2","0"
"2017","257","Richmond","CAA","","0","11","6","5","0","8","4","4","0","5","3","2","0","6","3","3","0"
"2017","302","UC Davis","Big Sky","","0","11","5","6","0","9","4","5","0","5","3","2","0","5","1","4","0"
"2017","275","Wisconsin","Big Ten","West","13","14","13","1","0","10","9","1","0","7","7","0","0","6","6","0","0"
"2017","171","Columbia","Ivy","","0","10","8","2","0","7","5","2","0","5","4","1","0","5","4","1","0"
"2017","301","San Diego","Pioneer","","0","13","10","3","0","8","8","0","0","5","5","0","0","8","5","3","0"
"2017","2640","Texas Southern","SWAC","West","0","11","2","9","0","8","2","6","0","5","0","5","0","6","2","4","0"
"2017","2142","Colgate","Patriot","","0","11","7","4","0","6","5","1","0","5","2","3","0","6","5","1","0"
"2017","13","Cal Poly","Big Sky","","0","11","1","10","0","8","1","7","0","5","1","4","0","6","0","6","0"
"2017","77","Northwestern","Big Ten","West","8.5","13","10","3","0","9","7","2","0","7","6","1","0","5","3","2","0"
"2017","38","Colorado","Pac-12","South","4.9","12","5","7","0","9","2","7","0","6","3","3","0","5","1","4","0"
"2017","2181","Drake","Pioneer","","0","11","7","4","0","8","6","2","0","6","4","2","0","5","3","2","0"
"2017","2534","Sam Houston","Southland","","0","14","12","2","0","9","8","1","0","8","8","0","0","6","4","2","0"
"2017","2504","Prairie View A&M","SWAC","West","0","11","6","5","0","7","4","3","0","5","3","2","0","6","3","3","0"
"2017","2830","St. Anselm","Northeast 10","","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2017","2310","Kentucky State","SIAC","West","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2017","2305","Kansas","Big 12","","1.6","12","1","11","0","9","0","9","0","7","1","6","0","5","0","5","0"
"2017","238","Vanderbilt","SEC","East","5.1","12","5","7","0","8","1","7","0","7","3","4","0","5","2","3","0"
"2017","2335","Liberty","Big South","","0.8","11","6","5","0","5","2","3","0","6","4","2","0","5","2","3","0"
"2017","2913","Brevard College","USA South","","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2017","6","South Alabama","Sun Belt","East","3.6","12","4","8","0","8","3","5","0","5","2","3","0","6","1","5","0"
"2017","2447","Nicholls","Southland","","0.1","12","8","4","0","9","7","2","0","6","5","1","0","6","3","3","0"
"2017","2681","Wagner","NEC","","0","11","4","7","0","6","2","4","0","5","3","2","0","6","1","5","0"
"2017","2197","Eastern Illinois","OVC","","0","11","6","5","0","8","5","3","0","5","3","2","0","6","3","3","0"
"2017","294","Jacksonville","Pioneer","","0","11","7","4","0","8","5","3","0","5","4","1","0","5","2","3","0"
"2017","282","Indiana State","MVFC","","0","11","0","11","0","8","0","8","0","5","0","5","0","6","0","6","0"
"2017","426","University of Mount Union","Ohio","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2017","239","Baylor","Big 12","","3","12","1","11","0","9","1","8","0","6","0","6","0","5","1","4","0"
"2017","304","Idaho State","Big Sky","","0.3","11","4","7","0","8","2","6","0","5","3","2","0","6","1","5","0"
"2017","2390","Miami","ACC","Coastal","8.6","13","10","3","0","9","7","2","0","8","7","1","0","4","3","1","0"
"2017","324","Coastal Carolina","Sun Belt","West","3.7","12","3","9","0","8","2","6","0","6","2","4","0","6","1","5","0"
"2017","2751","Wyoming","Mountain West","Mountain","6.6","13","8","5","0","8","5","3","0","7","5","2","0","5","2","3","0"
"2017","2413","Morehead State","Pioneer","","0","11","4","7","0","8","3","5","0","5","4","1","0","6","0","6","0"
"2017","2287","Illinois State","MVFC","","0","11","6","5","0","8","4","4","0","5","3","2","0","6","3","3","0"
"2017","2582","Southern","SWAC","West","0","11","7","4","0","7","5","2","0","4","4","0","0","6","3","3","0"
"2017","2560","Shorter","Gulf South","","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2017","2050","Ball State","Mid-American","West","2.4","12","2","10","0","8","0","8","0","6","2","4","0","6","0","6","0"
"2017","228","Clemson","ACC","Atlantic","11.5","14","12","2","0","9","8","1","0","7","7","0","0","5","4","1","0"
"2017","2633","Tennessee","SEC","East","3.4","12","4","8","0","8","0","8","0","7","3","4","0","4","0","4","0"
"2017","2439","UNLV","Mountain West","West","4.8","12","5","7","0","8","4","4","0","6","2","4","0","6","3","3","0"
"2017","2261","Hampton","MEAC","","0","11","6","5","0","8","5","3","0","6","4","2","0","5","2","3","0"
"2017","235","Memphis","American Athletic","West","9.1","13","10","3","0","9","7","2","0","8","7","1","0","5","3","2","0"
"2017","2483","Oregon","Pac-12","North","7.4","13","7","6","0","9","4","5","0","7","6","1","0","5","1","4","0"
"2017","99","LSU","SEC","West","9.3","13","9","4","0","8","6","2","0","6","5","1","0","5","3","2","0"
"2017","338","Kennesaw State","Big South","","0","14","12","2","0","5","5","0","0","7","7","0","0","7","5","2","0"
"2017","290","Georgia Southern","Sun Belt","West","3.2","12","2","10","0","8","2","6","0","4","1","3","0","7","1","6","0"
"2017","201","Oklahoma","Big 12","","12.4","14","12","2","0","10","9","1","0","6","5","1","0","5","5","0","0"
"2017","2429","Charlotte","Conference USA","East","0.5","12","1","11","0","8","1","7","0","6","1","5","0","6","0","6","0"
"2017","258","Virginia","ACC","Coastal","5.8","13","6","7","0","8","3","5","0","7","4","3","0","6","2","4","0"
"2017","2729","William & Mary","CAA","","0","11","2","9","0","8","0","8","0","5","1","4","0","6","1","5","0"
"2017","2529","Sacred Heart","NEC","","0","11","4","7","0","6","2","4","0","5","1","4","0","6","3","3","0"
"2017","150","Duke","ACC","Coastal","7.4","13","7","6","0","8","3","5","0","7","4","3","0","5","2","3","0"
"2017","110242","West Florida","Gulf South","","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2017","2619","Stony Brook","CAA","","0","13","10","3","0","9","7","2","0","7","6","1","0","6","4","2","0"
"2017","2657","Tuskegee","SIAC","West","0","2","2","0","0","0","0","0","0","0","0","0","0","2","2","0","0"
"2017","151","East Carolina","American Athletic","East","3.1","12","3","9","0","8","2","6","0","7","2","5","0","5","1","4","0"
"2017","2277","Houston Christian","Southland","","0.2","11","1","10","0","9","0","9","0","4","0","4","0","6","1","5","0"
"2017","2444","Newberry","South Atlantic","","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2017","2464","Northern Arizona","Big Sky","","0","12","7","5","0","8","6","2","0","7","5","2","0","5","2","3","0"
"2017","172","Cornell","Ivy","","0","10","3","7","0","7","3","4","0","5","2","3","0","5","1","4","0"
"2017","149","Montana","Big Sky","","0","11","7","4","0","8","5","3","0","6","5","1","0","5","2","3","0"
"2017","2247","Georgia State","Sun Belt","West","5.9","12","7","5","0","8","5","3","0","5","1","4","0","6","5","1","0"
"2017","2026","App State","Sun Belt","West","9.4","13","9","4","0","8","7","1","0","6","5","1","0","6","3","3","0"
"2017","2199","Eastern Michigan","Mid-American","West","5.5","12","5","7","0","8","3","5","0","5","3","2","0","7","2","5","0"
"2017","2348","Louisiana Tech","Conference USA","West","8.1","13","7","6","0","8","4","4","0","7","3","4","0","5","3","2","0"
"2017","21","San Diego State","Mountain West","West","9.1","13","10","3","0","8","6","2","0","7","5","2","0","5","5","0","0"
"2017","2304","Johnson C Smith","CIAA","Southern","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2017","2132","Cincinnati","American Athletic","East","4","12","4","8","0","8","2","6","0","6","2","4","0","6","2","4","0"
"2017","2426","Navy","American Athletic","West","6.1","13","7","6","0","8","4","4","0","6","5","1","0","6","2","4","0"
"2017","328","Utah State","Mountain West","Mountain","7.4","13","6","7","0","8","4","4","0","6","3","3","0","6","3","3","0"
"2017","167","New Mexico","Mountain West","Mountain","4.7","12","3","9","0","8","1","7","0","6","2","4","0","6","1","5","0"
"2017","2296","Jackson State","SWAC","East","0","11","3","8","0","8","3","5","0","5","1","4","0","5","2","3","0"
"2017","55","Jacksonville State","OVC","","0","12","10","2","0","8","8","0","0","6","5","1","0","5","4","1","0"
"2017","2320","Lamar","Southland","","0","10","1","9","0","9","1","8","0","4","0","4","0","6","1","5","0"
"2017","2571","South Dakota State","MVFC","","0","14","11","3","0","9","7","2","0","8","7","1","0","6","4","2","0"
"2017","60","Morehouse College","SIAC","East","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2017","245","Texas A&M","SEC","West","6.5","13","7","6","0","8","4","4","0","7","4","3","0","4","2","2","0"
"2017","61","Georgia","SEC","East","12.3","15","13","2","0","10","8","2","0","6","6","0","0","5","4","1","0"
"2017","2837","East Texas A&M","Lone Star","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2017","2084","Buffalo","Mid-American","East","6.9","12","6","6","0","8","4","4","0","6","4","2","0","6","2","4","0"
"2017","209","Lock Haven University","Pennsylvania State Athletic","Eastern","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2017","2382","Mercer","Southern","","0","11","5","6","0","8","4","4","0","5","3","2","0","6","2","4","0"
"2017","166","New Mexico State","Sun Belt","","6.5","13","7","6","0","8","4","4","0","5","3","2","0","7","3","4","0"
"2017","164","Rutgers","Big Ten","East","3.1","12","4","8","0","9","3","6","0","6","2","4","0","5","1","4","0"
"2017","2006","Akron","Mid-American","East","5.3","14","7","7","0","9","6","3","0","6","5","1","0","7","2","5","0"
"2017","2649","Toledo","Mid-American","West","9.8","14","11","3","0","9","8","1","0","6","6","0","0","6","4","2","0"
"2017","2459","Northern Illinois","Mid-American","West","8","13","8","5","0","8","6","2","0","6","5","1","0","6","3","3","0"
"2017","160","New Hampshire","CAA","","0.9","14","9","5","0","8","5","3","0","6","6","0","0","7","2","5","0"
"2017","2509","Purdue","Big Ten","West","7.4","13","7","6","0","9","4","5","0","6","4","2","0","5","2","3","0"
"2017","2206","Edward Waters","SIAC","","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2017","2115","Central Connecticut","NEC","","0","12","8","4","0","6","6","0","0","6","5","1","0","6","3","3","0"
"2017","2233","Franklin","Heartland","","0","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0"
"2017","2309","Kent State","Mid-American","East","1.9","12","2","10","0","8","1","7","0","5","2","3","0","7","0","7","0"
"2017","2415","Morgan State","MEAC","","0","11","1","10","0","8","1","7","0","5","1","4","0","5","0","5","0"
"2017","2703","Western New Mexico","Lone Star","","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2017","189","Bowling Green","Mid-American","East","2.5","12","2","10","0","8","2","6","0","5","0","5","0","7","2","5","0"
"2017","56","Stetson","Pioneer","","0","11","2","9","0","8","1","7","0","6","2","4","0","5","0","5","0"
"2017","2433","UL Monroe","Sun Belt","East","3.6","12","4","8","0","8","4","4","0","5","2","3","0","7","2","5","0"
"2017","2107","Catawba","South Atlantic","","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"2017","2448","North Carolina A&T","MEAC","","1","12","12","0","0","8","8","0","0","5","5","0","0","6","6","0","0"
"2017","2449","North Dakota State","MVFC","","0","15","14","1","0","8","7","1","0","9","9","0","0","5","4","1","0"
"2017","2371","Mary Hardin-Baylor","American Southwest","","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2017","2000","Abilene Christian","Southland","","0","11","2","9","0","9","2","7","0","4","0","4","0","6","1","5","0"
"2017","2458","Northern Colorado","Big Sky","","0","10","3","7","0","8","2","6","0","5","3","2","0","5","0","5","0"
"2017","152","NC State","ACC","Atlantic","9.5","13","9","4","0","8","6","2","0","6","5","1","0","5","3","2","0"
"2017","66","Iowa State","Big 12","","8.5","13","8","5","0","9","5","4","0","6","3","3","0","7","5","2","0"
"2017","2630","UT Martin","OVC","","0","11","6","5","0","8","4","4","0","5","3","2","0","6","3","3","0"
"2017","36","Colorado State","Mountain West","Mountain","7.3","13","7","6","0","8","5","3","0","6","4","2","0","5","3","2","0"
"2017","251","Texas","Big 12","","7.5","13","7","6","0","9","5","4","0","6","3","3","0","5","3","2","0"
"2017","113","Massachusetts","FBS Independents","","4.7","12","4","8","0","0","0","0","0","5","2","3","0","6","1","5","0"
"2017","2230","Fordham","Patriot","","0","11","4","7","0","6","3","3","0","4","2","2","0","6","2","4","0"
"2017","79","Southern Illinois","MVFC","","0","11","4","7","0","8","2","6","0","5","2","3","0","5","1","4","0"
"2017","2803","Bryant","NEC","","0","11","6","5","0","6","4","2","0","5","4","1","0","6","2","4","0"
"2017","2226","Florida Atlantic","Conference USA","East","10.8","14","11","3","0","9","9","0","0","8","7","1","0","6","4","2","0"
"2017","2710","Western Illinois","MVFC","","1","12","8","4","0","8","5","3","0","4","2","2","0","8","6","2","0"
"2017","2428","North Carolina Central","MEAC","","0","11","7","4","0","8","5","3","0","6","4","2","0","5","3","2","0"
"2017","52","Florida State","ACC","Atlantic","6.7","13","7","6","0","8","3","5","0","6","3","3","0","5","3","2","0"
"2017","2747","Wofford","Southern","","0","13","10","3","0","9","8","1","0","6","5","1","0","7","5","2","0"
"2017","2545","SE Louisiana","Southland","","0.3","11","6","5","0","9","6","3","0","5","3","2","0","6","3","3","0"
"2017","291","Methodist","USA South","","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2017","2405","Monmouth","Big South","","0","12","9","3","0","5","4","1","0","5","5","0","0","7","4","3","0"
"2017","9","Arizona State","Pac-12","South","7.7","13","7","6","0","9","6","3","0","7","5","2","0","5","2","3","0"
"2017","2546","Southeast Missouri State","OVC","","0","11","3","8","0","8","3","5","0","4","3","1","0","6","0","6","0"
"2017","2440","Nevada","Mountain West","West","4.5","12","3","9","0","8","3","5","0","6","3","3","0","6","0","6","0"
"2017","2400","Mississippi Valley State","SWAC","East","0","11","2","9","0","7","1","6","0","5","1","4","0","6","1","5","0"
"2017","2636","UTSA","Conference USA","West","6.3","11","6","5","0","8","3","5","0","5","3","2","0","6","3","3","0"
"2017","98","Western Kentucky","Conference USA","East","4.8","13","6","7","0","8","4","4","0","6","4","2","0","6","2","4","0"
"2017","2232","Fort Valley State","SIAC","East","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2017","16","Sacramento State","Big Sky","","0","11","7","4","0","9","6","3","0","6","5","1","0","5","2","3","0"
"2017","202","Tulsa","American Athletic","West","3.6","12","2","10","0","8","1","7","0","6","2","4","0","6","0","6","0"
"2017","276","Marshall","Conference USA","East","8.1","13","8","5","0","8","4","4","0","6","4","2","0","6","3","3","0"
"2017","236","Chattanooga","Southern","","0","11","3","8","0","8","3","5","0","5","1","4","0","5","2","3","0"
"2017","147","Montana State","Big Sky","","0","11","5","6","0","8","5","3","0","6","3","3","0","5","2","3","0"
"2017","2771","Merrimack","Northeast 10","","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2017","2","Auburn","SEC","West","9.7","14","10","4","0","9","7","2","0","7","7","0","0","5","3","2","0"
"2017","2579","South Carolina","SEC","East","7.7","13","9","4","0","8","5","3","0","7","5","2","0","4","2","2","0"
"2017","349","Army","FBS Independents","","9.6","13","10","3","0","0","0","0","0","6","6","0","0","5","2","3","0"
"2017","2653","Troy","Sun Belt","East","9.3","13","11","2","0","8","7","1","0","6","5","1","0","6","5","1","0"
"2017","2692","Weber State","Big Sky","","0.1","14","11","3","0","10","9","1","0","6","5","1","0","8","6","2","0"
"2017","2822","North Greenville","Independent DII","","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2017","218","Temple","American Athletic","East","7.1","13","7","6","0","8","4","4","0","6","3","3","0","6","3","3","0"
"2017","2635","Tennessee Tech","OVC","","0","11","1","10","0","8","1","7","0","5","1","4","0","6","0","6","0"
