"Year","Team","Conference","Rating","Ranking","SecondOrderWins","Sos","Offense Ranking","Offense Rating","Offense Success","Offense Explosiveness","Offense Rushing","Offense Passing","Offense StandardDowns","Offense PassingDowns","Offense RunRate","Offense Pace","Defense Ranking","Defense Rating","Defense Success","Defense Explosiveness","Defense Rushing","Defense Passing","Defense StandardDowns","Defense PassingDowns","Defense Havoc Total","Defense Havoc FrontSeven","Defense Havoc Db","SpecialTeams Rating"
"2023","Arizona","Big 12","14.1","18","","","9","37.3","","","","","","","","","40","23.1","","","","","","","","","","-0.2"
"2023","Oregon State","Pac-12","12.6","19","","","26","33.2","","","","","","","","","35","22.3","","","","","","","","","","1.7"
"2023","James Madison","Sun Belt","11.8","20","","","19","34.6","","","","","","","","","43","23.7","","","","","","","","","","1"
"2023","Maryland","Big Ten","11","21","","","56","28.3","","","","","","","","","11","17.6","","","","","","","","","","0.4"
"2023","Clemson","ACC","10.5","22","","","51","29.3","","","","","","","","","21","19","","","","","","","","","","0.2"
"2023","Kentucky","SEC","10.5","22","","","33","31.6","","","","","","","","","34","22.2","","","","","","","","","","1.1"
"2023","SMU","ACC","10.1","24","","","22","34.1","","","","","","","","","39","23","","","","","","","","","","-1.1"
"2023","Kansas","Big 12","9.9","25","","","17","35.6","","","","","","","","","61","26.1","","","","","","","","","","0.4"
"2023","Troy","Sun Belt","9.8","26","","","41","30.7","","","","","","","","","27","20.1","","","","","","","","","","-0.8"
"2023","UCLA","Big Ten","9.7","27","","","47","29.6","","","","","","","","","17","18.4","","","","","","","","","","-1.5"
"2023","Miami","ACC","9.6","28","","","41","30.7","","","","","","","","","40","23.1","","","","","","","","","","1.9"
"2023","Duke","ACC","9.4","29","","","63","27.3","","","","","","","","","25","19.5","","","","","","","","","","1.5"
"2023","Wisconsin","Big Ten","9.4","29","","","86","22.2","","","","","","","","","7","14.1","","","","","","","","","","1.3"
"2023","USC","Big Ten","9.4","29","","","3","43.3","","","","","","","","","105","32.8","","","","","","","","","","-1.2"
"2023","Utah","Big 12","8.5","32","","","65","26.7","","","","","","","","","24","19.4","","","","","","","","","","1.2"
"2023","Louisville","ACC","8","33","","","46","30.1","","","","","","","","","35","22.3","","","","","","","","","","0.2"
"2023","Liberty","Conference USA","8","33","","","16","36.2","","","","","","","","","64","26.3","","","","","","","","","","-1.9"
"2023","TCU","Big 12","7.9","35","","","24","33.5","","","","","","","","","54","25.3","","","","","","","","","","-0.3"
"2023","Auburn","SEC","7.6","36","","","67","26.4","","","","","","","","","27","20.1","","","","","","","","","","1.3"
"2023","West Virginia","Big 12","7.5","37","","","34","31.5","","","","","","","","","48","24.6","","","","","","","","","","0.5"
"2023","Iowa State","Big 12","7.5","37","","","67","26.4","","","","","","","","","27","20.1","","","","","","","","","","1.1"
"2023","North Carolina","ACC","7.4","39","","","21","34.4","","","","","","","","","78","27.8","","","","","","","","","","0.8"
"2023","NC State","ACC","7.4","39","","","73","25.5","","","","","","","","","26","19.7","","","","","","","","","","1.6"
"2023","Florida","SEC","6.8","41","","","38","31.1","","","","","","","","","58","26","","","","","","","","","","1.7"
"2023","Oklahoma State","Big 12","6.7","42","","","28","32.8","","","","","","","","","69","27.1","","","","","","","","","","1"
"2023","Texas Tech","Big 12","6.1","43","","","47","29.6","","","","","","","","","49","24.7","","","","","","","","","","1.2"
"2023","Air Force","Mountain West","5.9","44","","","71","25.6","","","","","","","","","30","20.9","","","","","","","","","","1.2"
"2023","Boise State","Mountain West","5.9","44","","","29","32.7","","","","","","","","","82","28.2","","","","","","","","","","1.4"
"2023","Iowa","Big Ten","5.8","46","","","129","13.8","","","","","","","","","3","9.3","","","","","","","","","","1.3"
"2023","Virginia Tech","ACC","5.8","46","","","62","27.5","","","","","","","","","42","23.3","","","","","","","","","","1.7"
"2023","UTSA","American Athletic","5.4","48","","","36","31.3","","","","","","","","","74","27.3","","","","","","","","","","1.4"
"2023","South Alabama","Sun Belt","5.1","49","","","43","30.6","","","","","","","","","58","26","","","","","","","","","","0.5"
"2023","Washington State","Pac-12","4.9","50","","","39","31","","","","","","","","","75","27.4","","","","","","","","","","1.4"
"2023","South Carolina","SEC","4.3","51","","","58","28.2","","","","","","","","","55","25.6","","","","","","","","","","1.7"
"2023","App State","Sun Belt","3.8","52","","","24","33.5","","","","","","","","","95","30.7","","","","","","","","","","0.9"
"2023","Toledo","Mid-American","3.7","53","","","73","25.5","","","","","","","","","32","21.7","","","","","","","","","","-0.1"
"2023","Memphis","American Athletic","3.5","54","","","10","37.1","","","","","","","","","110","33.8","","","","","","","","","","0.3"
"2023","Arkansas","SEC","3.5","54","","","56","28.3","","","","","","","","","66","26.6","","","","","","","","","","1.8"
"2023","Rutgers","Big Ten","3.5","54","","","97","21","","","","","","","","","19","18.7","","","","","","","","","","1.2"
"2023","UCF","Big 12","3.4","57","","","45","30.3","","","","","","","","","53","25.2","","","","","","","","","","-1.7"
"2023","Tulane","American Athletic","2.8","58","","","66","26.5","","","","","","","","","47","24.4","","","","","","","","","","0.8"
"2023","Miami (OH)","Mid-American","2.8","58","","","111","18.5","","","","","","","","","12","17.7","","","","","","","","","","2"
"2023","Fresno State","Mountain West","2.5","60","","","52","28.9","","","","","","","","","79","27.9","","","","","","","","","","1.5"
"2023","UNLV","Mountain West","1.4","61","","","32","32.1","","","","","","","","","104","32.7","","","","","","","","","","1.9"
"2023","Mississippi State","SEC","0.5","62","","","77","24.7","","","","","","","","","51","24.9","","","","","","","","","","0.7"
"2023","Minnesota","Big Ten","0.4","63","","","103","20","","","","","","","","","31","21.1","","","","","","","","","","1.5"
"2023","Louisiana","Sun Belt","0.4","63","","","31","32.4","","","","","","","","","107","33.1","","","","","","","","","","1.1"
"2023","Nebraska","Big Ten","0.3","65","","","123","15.6","","","","","","","","","6","13.9","","","","","","","","","","-1.4"
"2023","Georgia Tech","ACC","0.3","65","","","50","29.4","","","","","","","","","86","29.1","","","","","","","","","","0.1"
"2023","California","ACC","-0.1","67","","","43","30.6","","","","","","","","","84","28.7","","","","","","","","","","-2"
"2023","Coastal Carolina","Sun Belt","-1.2","68","","","61","27.6","","","","","","","","","71","27.2","","","","","","","","","","-1.6"
"2023","Northwestern","Big Ten","-1.3","69","","","111","18.5","","","","","","","","","18","18.5","","","","","","","","","","-1.3"
"2023","Jacksonville State","Conference USA","-1.6","70","","","76","24.8","","","","","","","","","57","25.9","","","","","","","","","","-0.6"
"2023","Ohio","Mid-American","-1.6","70","","","111","18.5","","","","","","","","","15","18.1","","","","","","","","","","-2"
"2023","Texas State","Sun Belt","-1.6","70","","","37","31.2","","","","","","","","","110","33.8","","","","","","","","","","0.9"
"2023","New Mexico State","Conference USA","-1.8","73","","","83","23.3","","","","","","","","","56","25.8","","","","","","","","","","0.7"
"2023","Western Kentucky","Conference USA","-2","74","","","53","28.7","","","","","","","","","91","30.1","","","","","","","","","","-0.7"
"2023","Illinois","Big Ten","-2.5","75","","","92","21.6","","","","","","","","","45","24.1","","","","","","","","","","-0.1"
"2023","BYU","Big 12","-3.3","76","","","75","25.3","","","","","","","","","94","30.3","","","","","","","","","","1.7"
"2023","San José State","Mountain West","-3.4","77","","","60","28.1","","","","","","","","","87","29.5","","","","","","","","","","-2"
"2023","Wyoming","Mountain West","-3.6","78","","","81","23.5","","","","","","","","","61","26.1","","","","","","","","","","-1"
"2023","Army","American Athletic","-4","79","","","114","18.4","","","","","","","","","37","22.5","","","","","","","","","","0.1"
"2023","Syracuse","ACC","-4.4","80","","","86","22.2","","","","","","","","","61","26.1","","","","","","","","","","-0.5"
"2023","Colorado","Big 12","-4.9","81","","","47","29.6","","","","","","","","","113","34.4","","","","","","","","","","-0.1"
"2023","Georgia Southern","Sun Belt","-5.2","82","","","40","30.8","","","","","","","","","126","36.5","","","","","","","","","","0.5"
"2023","Boston College","ACC","-5.9","83","","","86","22.2","","","","","","","","","77","27.6","","","","","","","","","","-0.5"
"2023","Arkansas State","Sun Belt","-6.3","84","","","70","25.8","","","","","","","","","105","32.8","","","","","","","","","","0.7"
"2023","South Florida","American Athletic","-6.6","85","","","55","28.4","","","","","","","","","116","34.5","","","","","","","","","","-0.4"
"2023","North Texas","American Athletic","-6.7","86","","","27","32.9","","","","","","","","","133","41.3","","","","","","","","","","1.7"
"2023","Cincinnati","Big 12","-6.8","87","","","96","21.3","","","","","","","","","83","28.3","","","","","","","","","","0.2"
"2023","Michigan State","Big Ten","-6.8","87","","","122","15.7","","","","","","","","","44","24","","","","","","","","","","1.6"
"2023","Georgia State","Sun Belt","-6.8","87","","","58","28.2","","","","","","","","","109","33.3","","","","","","","","","","-1.7"
"2023","Pittsburgh","ACC","-7.3","90","","","108","19.3","","","","","","","","","58","26","","","","","","","","","","-0.6"
"2023","Purdue","Big Ten","-7.3","90","","","91","21.8","","","","","","","","","69","27.1","","","","","","","","","","-2"
"2023","Indiana","Big Ten","-7.4","92","","","105","19.6","","","","","","","","","71","27.2","","","","","","","","","","0.3"
"2023","Northern Illinois","Mid-American","-7.5","93","","","115","18.3","","","","","","","","","46","24.2","","","","","","","","","","-1.7"
"2023","Houston","Big 12","-7.8","94","","","71","25.6","","","","","","","","","102","32.2","","","","","","","","","","-1.2"
"2023","Bowling Green","Mid-American","-7.8","94","","","93","21.5","","","","","","","","","75","27.4","","","","","","","","","","-1.8"
"2023","Wake Forest","ACC","-7.9","96","","","101","20.2","","","","","","","","","68","26.9","","","","","","","","","","-1.2"
"2023","Baylor","Big 12","-8.3","97","","","78","24.5","","","","","","","","","103","32.6","","","","","","","","","","-0.2"
"2023","Colorado State","Mountain West","-8.9","98","","","90","21.9","","","","","","","","","100","32","","","","","","","","","","1.2"
"2023","Marshall","Sun Belt","-9","99","","","79","24.4","","","","","","","","","98","31.5","","","","","","","","","","-1.8"
"2023","Florida Atlantic","American Athletic","-9.4","100","","","104","19.8","","","","","","","","","79","27.9","","","","","","","","","","-1.2"
"2023","Middle Tennessee","Conference USA","-9.5","101","","","93","21.5","","","","","","","","","90","30","","","","","","","","","","-1"
"2023","Old Dominion","Sun Belt","-10.1","102","","","84","23.1","","","","","","","","","97","31.3","","","","","","","","","","-1.9"
"2023","Rice","American Athletic","-10.2","103","","","69","26","","","","","","","","","113","34.4","","","","","","","","","","-1.8"
"2023","San Diego State","Mountain West","-10.3","104","","","106","19.4","","","","","","","","","93","30.2","","","","","","","","","","0.5"
"2023","Virginia","ACC","-10.8","105","","","97","21","","","","","","","","","99","31.7","","","","","","","","","","-0.1"
"2023","Utah State","Mountain West","-10.9","106","","","54","28.6","","","","","","","","","131","38.6","","","","","","","","","","-0.9"
"2023","Arizona State","Big 12","-11.3","107","","","101","20.2","","","","","","","","","89","29.9","","","","","","","","","","-1.6"
"2023","Stanford","ACC","-11.9","108","","","95","21.4","","","","","","","","","116","34.5","","","","","","","","","","1.1"
"2023","Eastern Michigan","Mid-American","-12.3","109","","","130","13","","","","","","","","","67","26.8","","","","","","","","","","1.5"
"2023","Vanderbilt","SEC","-12.7","110","","","80","23.6","","","","","","","","","124","36.3","","","","","","","","","","-0.1"
"2023","East Carolina","American Athletic","-12.8","111","","","124","15.4","","","","","","","","","81","28.1","","","","","","","","","","-0.1"
"2023","Louisiana Tech","Conference USA","-12.9","112","","","89","22.1","","","","","","","","","122","36","","","","","","","","","","1"
"2023","Navy","American Athletic","-13.7","113","","","126","15","","","","","","","","","71","27.2","","","","","","","","","","-1.5"
"2023","Tulsa","American Athletic","-13.7","113","","","99","20.9","","","","","","","","","118","34.7","","","","","","","","","","0.1"
"2023","Sam Houston","Conference USA","-13.8","115","","","120","16","","","","","","","","","85","28.8","","","","","","","","","","-1.1"
"2023","Southern Miss","Sun Belt","-14.4","116","","","81","23.5","","","","","","","","","125","36.4","","","","","","","","","","-1.5"
"2023","UAB","American Athletic","-14.7","117","","","64","26.9","","","","","","","","","132","39.6","","","","","","","","","","-2.1"
"2023","Ball State","Mid-American","-14.9","118","","","131","12.6","","","","","","","","","64","26.3","","","","","","","","","","-1.1"
"2023","Buffalo","Mid-American","-15.2","119","","","125","15.3","","","","","","","","","87","29.5","","","","","","","","","","-1"
"2023","UConn","FBS Independents","-15.6","120","","","117","17","","","","","","","","","96","31","","","","","","","","","","-1.6"
"2023","Western Michigan","Mid-American","-15.9","121","","","109","19.1","","","","","","","","","108","33.2","","","","","","","","","","-1.9"
"2023","UTEP","Conference USA","-16.2","122","","","118","16.9","","","","","","","","","100","32","","","","","","","","","","-1.2"
"2023","Hawai'i","Mountain West","-16.4","123","","","106","19.4","","","","","","","","","121","35.7","","","","","","","","","","-0.1"
"2023","New Mexico","Mountain West","-16.5","124","","","85","22.5","","","","","","","","","128","37.2","","","","","","","","","","-1.8"
"2023","Massachusetts","FBS Independents","-17.5","125","","","100","20.8","","","","","","","","","123","36.2","","","","","","","","","","-2.1"
"2023","Central Michigan","Mid-American","-19.1","126","","","119","16.8","","","","","","","","","112","34","","","","","","","","","","-1.9"
"2023","Temple","American Athletic","-21","127","","","110","18.6","","","","","","","","","130","37.8","","","","","","","","","","-1.9"
"2023","Florida International","Conference USA","-21.2","128","","","120","16","","","","","","","","","120","35.6","","","","","","","","","","-1.6"
"2023","Charlotte","American Athletic","-21.4","129","","","127","14.8","","","","","","","","","113","34.4","","","","","","","","","","-1.8"
"2023","UL Monroe","Sun Belt","-21.6","130","","","116","17.6","","","","","","","","","129","37.5","","","","","","","","","","-1.7"
"2023","Akron","Mid-American","-21.6","130","","","132","10.5","","","","","","","","","91","30.1","","","","","","","","","","-2"
"2023","Nevada","Mountain West","-22","132","","","128","14.6","","","","","","","","","127","37","","","","","","","","","","0.4"
"2023","Kent State","Mid-American","-26.3","133","","","133","8.2","","","","","","","","","119","34.8","","","","","","","","","","0.3"
"2023","nationalAverages","","-0.09699248120300752","","","","","26.369924812030074","","","","","","","","","","26.47218045112782","","","","","","","","","","0.0015037593984962407"
