"Year","TeamId","Team","Conference","Division","ExpectedWins","Total Games","Total Wins","Total Losses","Total Ties","ConferenceGames Games","ConferenceGames Wins","ConferenceGames Losses","ConferenceGames Ties","HomeGames Games","HomeGames Wins","HomeGames Losses","HomeGames Ties","AwayGames Games","AwayGames Wins","AwayGames Losses","AwayGames Ties"
"2018","2523","Robert Morris","NEC","","0","11","2","9","0","6","0","6","0","5","2","3","0","6","0","6","0"
"2018","202","Tulsa","American Athletic","West","3.6","12","3","9","0","8","2","6","0","6","3","3","0","6","0","6","0"
"2018","277","West Virginia","Big 12","","7.4","12","8","4","0","9","6","3","0","6","5","1","0","4","2","2","0"
"2018","2535","Samford","Southern","","0","11","6","5","0","8","5","3","0","5","4","1","0","6","2","4","0"
"2018","2447","Nicholls","Southland","","0.8","13","9","4","0","9","7","2","0","6","6","0","0","7","3","4","0"
"2018","204","Oregon State","Pac-12","North","2.7","12","2","10","0","9","1","8","0","6","1","5","0","6","1","5","0"
"2018","2453","North Alabama","FCS Independents","","0","10","7","3","0","0","0","0","0","5","4","1","0","5","3","2","0"
"2018","2309","Kent State","Mid-American","East","3.3","12","2","10","0","8","1","7","0","5","1","4","0","7","1","6","0"
"2018","59","Georgia Tech","ACC","Coastal","6.8","13","7","6","0","8","5","3","0","6","4","2","0","6","3","3","0"
"2018","107","Holy Cross","Patriot","","0","11","5","6","0","6","4","2","0","5","3","2","0","6","2","4","0"
"2018","2117","Central Michigan","Mid-American","West","1.8","12","1","11","0","8","0","8","0","6","1","5","0","6","0","6","0"
"2018","253","Southern Utah","Big Sky","","0","11","1","10","0","8","1","7","0","5","1","4","0","6","0","6","0"
"2018","2247","Georgia State","Sun Belt","West","2.3","12","2","10","0","8","1","7","0","6","2","4","0","6","0","6","0"
"2018","2230","Fordham","Patriot","","0","11","2","9","0","6","2","4","0","6","0","6","0","5","2","3","0"
"2018","2649","Toledo","Mid-American","West","7","13","7","6","0","8","5","3","0","7","5","2","0","5","2","3","0"
"2018","2729","William & Mary","CAA","","0","10","4","6","0","7","3","4","0","4","2","2","0","6","2","4","0"
"2018","264","Washington","Pac-12","North","11.2","14","10","4","0","10","8","2","0","6","6","0","0","5","3","2","0"
"2018","56","Stetson","Pioneer","","0","10","8","2","0","8","6","2","0","6","6","0","0","4","2","2","0"
"2018","2546","Southeast Missouri State","OVC","","0","13","9","4","0","8","6","2","0","5","5","0","0","7","3","4","0"
"2018","2258","Guilford College","Old Dominion","","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2018","52","Florida State","ACC","Atlantic","4","12","5","7","0","8","3","5","0","7","4","3","0","5","1","4","0"
"2018","225","Brown","Ivy","","0","10","1","9","0","7","0","7","0","5","1","4","0","5","0","5","0"
"2018","147","Montana State","Big Sky","","0","13","8","5","0","8","5","3","0","7","6","1","0","6","2","4","0"
"2018","2714","Western Colorado","Rocky Mountain","","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2018","249","North Texas","Conference USA","West","9.2","13","9","4","0","8","5","3","0","6","5","1","0","6","4","2","0"
"2018","23","San José State","Mountain West","West","1.7","12","1","11","0","8","1","7","0","5","1","4","0","6","0","6","0"
"2018","2198","Eastern Kentucky","OVC","","0.2","11","7","4","0","7","5","2","0","6","4","2","0","5","3","2","0"
"2018","209","Lock Haven University","Pennsylvania State Athletic","Eastern","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2018","62","Hawai'i","Mountain West","West","7.4","14","8","6","0","8","5","3","0","7","5","2","0","6","3","3","0"
"2018","2347","Louisiana College","American Southwest","","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2018","2678","VMI","Southern","","0","11","1","10","0","8","0","8","0","5","1","4","0","6","0","6","0"
"2018","2440","Nevada","Mountain West","West","6.5","13","8","5","0","8","5","3","0","6","4","2","0","6","3","3","0"
"2018","2641","Texas Tech","Big 12","","4.8","12","5","7","0","9","3","6","0","6","3","3","0","4","2","2","0"
"2018","2419","Mount St. Joseph","Heartland","","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2018","254","Utah","Pac-12","South","9.2","14","9","5","0","10","6","4","0","6","5","1","0","6","4","2","0"
"2018","2261","Hampton","FCS Independents","","0","9","6","3","0","0","0","0","0","4","3","1","0","5","3","2","0"
"2018","2032","Arkansas State","Sun Belt","East","8.7","13","8","5","0","8","5","3","0","6","5","1","0","6","3","3","0"
"2018","119","Towson","CAA","","0","12","7","5","0","8","5","3","0","6","3","3","0","6","4","2","0"
"2018","218","Temple","American Athletic","East","7.2","13","8","5","0","8","7","1","0","6","4","2","0","6","4","2","0"
"2018","2636","UTSA","Conference USA","West","2.6","12","3","9","0","8","2","6","0","6","2","4","0","6","1","5","0"
"2018","2199","Eastern Michigan","Mid-American","West","7.8","13","7","6","0","8","5","3","0","6","4","2","0","6","3","3","0"
"2018","2804","Chowan","CIAA","Northern","0","2","0","2","0","0","0","0","0","0","0","0","0","2","0","2","0"
"2018","2653","Troy","Sun Belt","East","8.6","13","10","3","0","8","7","1","0","6","5","1","0","6","4","2","0"
"2018","108","Harvard","Ivy","","0","10","6","4","0","7","4","3","0","5","3","2","0","4","2","2","0"
"2018","166","New Mexico State","FBS Independents","","2.3","12","3","9","0","0","0","0","0","5","2","3","0","7","1","6","0"
"2018","21","San Diego State","Mountain West","West","7.1","13","7","6","0","8","4","4","0","7","5","2","0","5","2","3","0"
"2018","2460","Northern Iowa","MVFC","","0","13","7","6","0","8","5","3","0","6","5","1","0","7","2","5","0"
"2018","151","East Carolina","American Athletic","East","4.7","12","3","9","0","8","1","7","0","7","3","4","0","5","0","5","0"
"2018","2132","Cincinnati","American Athletic","East","10.3","13","11","2","0","8","6","2","0","6","6","0","0","6","4","2","0"
"2018","242","Rice","Conference USA","West","1.4","13","2","11","0","8","1","7","0","6","2","4","0","7","0","7","0"
"2018","189","Bowling Green","Mid-American","East","2.8","12","3","9","0","8","2","6","0","6","1","5","0","6","2","4","0"
"2018","2628","TCU","Big 12","","5.6","13","7","6","0","9","4","5","0","6","4","2","0","5","2","3","0"
"2018","2504","Prairie View A&M","SWAC","West","0.6","11","5","6","0","7","4","3","0","4","2","2","0","6","2","4","0"
"2018","304","Idaho State","Big Sky","","0.2","11","6","5","0","7","4","3","0","5","4","1","0","6","2","4","0"
"2018","338","Kennesaw State","Big South","","0.1","13","11","2","0","5","5","0","0","7","6","1","0","5","4","1","0"
"2018","2586","Southwest Baptist","Great Lakes","","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2018","142","Missouri","SEC","East","9.7","13","9","4","0","8","5","3","0","7","6","1","0","5","3","2","0"
"2018","2120","Central Washington","Great Northwest","","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2018","2681","Wagner","NEC","","0","11","4","7","0","6","3","3","0","4","2","2","0","7","2","5","0"
"2018","2459","Northern Illinois","Mid-American","West","6.5","14","8","6","0","9","7","2","0","5","3","2","0","7","4","3","0"
"2018","2226","Florida Atlantic","Conference USA","East","6","12","5","7","0","8","3","5","0","6","4","2","0","6","1","5","0"
"2018","2336","Limestone","South Atlantic","","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2018","221","Pittsburgh","ACC","Coastal","6.4","14","7","7","0","9","6","3","0","6","5","1","0","6","2","4","0"
"2018","294","Jacksonville","Pioneer","","0","10","2","8","0","8","1","7","0","3","1","2","0","5","0","5","0"
"2018","2000","Abilene Christian","Southland","","0","11","6","5","0","9","5","4","0","5","3","2","0","6","3","3","0"
"2018","2184","Duquesne","NEC","","0","13","9","4","0","6","5","1","0","6","5","1","0","7","4","3","0"
"2018","2449","North Dakota State","MVFC","","0","15","15","0","0","9","9","0","0","10","10","0","0","4","4","0","0"
"2018","99","LSU","SEC","West","9.8","13","10","3","0","8","5","3","0","7","6","1","0","4","2","2","0"
"2018","2439","UNLV","Mountain West","West","3.7","12","4","8","0","8","2","6","0","6","3","3","0","6","1","5","0"
"2018","2115","Central Connecticut","NEC","","0","11","6","5","0","6","4","2","0","5","2","3","0","6","4","2","0"
"2018","227","Rhode Island","CAA","","0.4","11","6","5","0","8","4","4","0","5","4","1","0","6","2","4","0"
"2018","2371","Mary Hardin-Baylor","American Southwest","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2018","2916","Incarnate Word","Southland","","0","11","6","5","0","8","6","2","0","4","4","0","0","7","2","5","0"
"2018","87","Notre Dame","FBS Independents","","10.5","13","12","1","0","0","0","0","0","6","6","0","0","4","4","0","0"
"2018","2643","The Citadel","Southern","","0","11","5","6","0","8","4","4","0","5","2","3","0","6","3","3","0"
"2018","158","Nebraska","Big Ten","West","6.8","12","4","8","0","9","3","6","0","7","4","3","0","5","0","5","0"
"2018","2382","Mercer","Southern","","0","11","5","6","0","8","4","4","0","5","2","3","0","6","3","3","0"
"2018","55","Jacksonville State","OVC","","0","13","9","4","0","8","7","1","0","6","6","0","0","5","3","2","0"
"2018","93","Murray State","OVC","","0","11","5","6","0","8","5","3","0","5","3","2","0","6","2","4","0"
"2018","2065","Bethune-Cookman","MEAC","","0","12","7","5","0","7","5","2","0","4","3","1","0","6","3","3","0"
"2018","58","South Florida","American Athletic","East","5.3","13","7","6","0","8","3","5","0","7","4","3","0","5","2","3","0"
"2018","2638","UTEP","Conference USA","West","2.6","12","1","11","0","8","1","7","0","6","0","6","0","6","1","5","0"
"2018","2619","Stony Brook","CAA","","0","12","7","5","0","8","5","3","0","5","5","0","0","7","2","5","0"
"2018","2075","Bowie State","CIAA","Northern","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2018","110242","West Florida","Gulf South","","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"2018","153","North Carolina","ACC","Coastal","3.6","11","2","9","0","8","1","7","0","5","2","3","0","6","0","6","0"
"2018","160","New Hampshire","CAA","","0","11","4","7","0","8","3","5","0","6","3","3","0","5","1","4","0"
"2018","135","Minnesota","Big Ten","West","7.1","13","7","6","0","9","3","6","0","7","5","2","0","5","1","4","0"
"2018","2206","Edward Waters","SIAC","","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2018","2323","Lane College","SIAC","West","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2018","2306","Kansas State","Big 12","","5.6","12","5","7","0","9","3","6","0","7","5","2","0","5","0","5","0"
"2018","2287","Illinois State","MVFC","","1","11","6","5","0","8","3","5","0","6","5","1","0","5","1","4","0"
"2018","333","Alabama","SEC","West","13.5","15","14","1","0","9","9","0","0","7","7","0","0","4","4","0","0"
"2018","302","UC Davis","Big Sky","","0.8","13","10","3","0","9","7","2","0","5","5","0","0","7","4","3","0"
"2018","330","Virginia St","CIAA","Northern","0","2","0","2","0","0","0","0","0","0","0","0","0","2","0","2","0"
"2018","2567","SMU","American Athletic","West","3.7","12","5","7","0","8","4","4","0","6","3","3","0","6","2","4","0"
"2018","2335","Liberty","FBS Independents","","5","12","6","6","0","0","0","0","0","6","5","1","0","6","1","5","0"
"2018","301","San Diego","Pioneer","","0","12","9","3","0","8","8","0","0","5","5","0","0","7","4","3","0"
"2018","2458","Northern Colorado","Big Sky","","0","11","2","9","0","8","2","6","0","6","1","5","0","5","1","4","0"
"2018","2168","Dayton","Pioneer","","0","11","6","5","0","8","5","3","0","5","4","1","0","5","1","4","0"
"2018","2433","UL Monroe","Sun Belt","East","5.9","12","6","6","0","8","4","4","0","5","3","2","0","7","3","4","0"
"2018","2119","Central State (OH)","SIAC","West","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2018","222","Villanova","CAA","","0.9","11","5","6","0","8","2","6","0","5","1","4","0","6","4","2","0"
"2018","2825","Quincy","Great Lakes","","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2018","96","Kentucky","SEC","East","7.6","13","9","4","0","8","4","4","0","7","6","1","0","5","2","3","0"
"2018","103","Boston College","ACC","Atlantic","7.5","12","7","5","0","8","4","4","0","7","5","2","0","5","2","3","0"
"2018","2415","Morgan State","MEAC","","0","11","4","7","0","8","4","4","0","5","1","4","0","6","3","3","0"
"2018","2444","Newberry","South Atlantic","","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2018","328","Utah State","Mountain West","Mountain","10.1","13","11","2","0","8","7","1","0","6","6","0","0","6","4","2","0"
"2018","2655","Tulane","American Athletic","West","7.4","13","7","6","0","8","5","3","0","6","4","2","0","6","2","4","0"
"2018","2426","Navy","American Athletic","West","4.1","13","3","10","0","8","2","6","0","5","3","2","0","6","0","6","0"
"2018","2876","Lincoln (MO)","Great Lakes","","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2018","2428","North Carolina Central","MEAC","","0","11","5","6","0","7","3","4","0","5","3","2","0","5","2","3","0"
"2018","2754","Youngstown State","MVFC","","0","11","4","7","0","8","3","5","0","6","4","2","0","5","0","5","0"
"2018","2193","East Tennessee State","Southern","","0","12","8","4","0","8","6","2","0","6","5","1","0","6","3","3","0"
"2018","145","Ole Miss","SEC","West","6.5","12","5","7","0","8","1","7","0","7","3","4","0","4","1","3","0"
"2018","256","James Madison","CAA","","0.2","13","9","4","0","9","7","2","0","6","5","1","0","7","4","3","0"
"2018","2084","Buffalo","Mid-American","East","10.9","14","10","4","0","9","7","2","0","6","5","1","0","6","5","1","0"
"2018","2951","SUNY Maritime","ECFC","","0","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0"
"2018","12","Arizona","Pac-12","South","6.4","12","5","7","0","9","4","5","0","7","4","3","0","5","1","4","0"
"2018","195","Ohio","Mid-American","East","8.7","13","9","4","0","8","6","2","0","6","6","0","0","6","2","4","0"
"2018","2441","New Haven","Northeast 10","","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2018","2703","Western New Mexico","Lone Star","","0","2","0","2","0","0","0","0","0","0","0","0","0","2","0","2","0"
"2018","278","Fresno State","Mountain West","West","11.9","14","12","2","0","9","8","1","0","6","6","0","0","7","5","2","0"
"2018","2339","Lincoln (PA)","CIAA","Northern","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2018","228","Clemson","ACC","Atlantic","13.9","15","15","0","0","9","9","0","0","7","7","0","0","5","5","0","0"
"2018","5","UAB","Conference USA","West","10.3","14","11","3","0","9","8","1","0","5","5","0","0","7","4","3","0"
"2018","155","North Dakota","FCS Independents","","0","11","6","5","0","0","0","0","0","5","3","2","0","6","3","3","0"
"2018","183","Syracuse","ACC","Atlantic","10.5","13","10","3","0","8","6","2","0","6","6","0","0","5","3","2","0"
"2018","2277","Houston Christian","Southland","","0","11","1","10","0","9","0","9","0","6","1","5","0","5","0","5","0"
"2018","79","Southern Illinois","MVFC","","0","11","2","9","0","8","1","7","0","5","0","5","0","6","2","4","0"
"2018","2229","Florida International","Conference USA","East","9.4","13","9","4","0","8","6","2","0","7","4","3","0","5","4","1","0"
"2018","2751","Wyoming","Mountain West","Mountain","6.2","12","6","6","0","8","4","4","0","6","3","3","0","6","3","3","0"
"2018","41","UConn","American Athletic","East","1.1","12","1","11","0","8","0","8","0","6","1","5","0","6","0","6","0"
"2018","245","Texas A&M","SEC","West","9.2","13","9","4","0","8","5","3","0","7","6","1","0","4","1","3","0"
"2018","159","Dartmouth","Ivy","","0","10","9","1","0","7","6","1","0","5","5","0","0","5","4","1","0"
"2018","16","Sacramento State","Big Sky","","0","10","2","8","0","7","1","6","0","4","1","3","0","5","1","4","0"
"2018","2086","Butler","Pioneer","","0","11","4","7","0","8","2","6","0","5","2","3","0","6","2","4","0"
"2018","149","Montana","Big Sky","","0","11","6","5","0","7","4","3","0","6","3","3","0","5","3","2","0"
"2018","309","Louisiana","Sun Belt","East","5.5","14","7","7","0","9","5","4","0","6","5","1","0","7","2","5","0"
"2018","2006","Akron","Mid-American","East","2.9","12","4","8","0","8","2","6","0","5","2","3","0","7","2","5","0"
"2018","324","Coastal Carolina","Sun Belt","West","4.7","12","5","7","0","8","2","6","0","5","1","4","0","7","4","3","0"
"2018","2755","Grambling","SWAC","West","0","11","6","5","0","8","5","3","0","5","4","1","0","5","2","3","0"
"2018","167","New Mexico","Mountain West","Mountain","3.8","12","3","9","0","8","1","7","0","6","1","5","0","6","2","4","0"
"2018","13","Cal Poly","Big Sky","","0","11","5","6","0","9","4","5","0","6","3","3","0","5","2","3","0"
"2018","152","NC State","ACC","Atlantic","8.7","13","9","4","0","8","5","3","0","7","6","1","0","5","3","2","0"
"2018","2579","South Carolina","SEC","East","5.6","13","7","6","0","8","4","4","0","7","5","2","0","5","2","3","0"
"2018","2011","Alabama State","SWAC","East","0","10","3","7","0","7","3","4","0","3","2","1","0","7","1","6","0"
"2018","2016","Alcorn State","SWAC","East","0.3","13","9","4","0","9","8","1","0","6","5","1","0","6","4","2","0"
"2018","257","Richmond","CAA","","0","11","4","7","0","8","2","6","0","5","1","4","0","6","3","3","0"
"2018","265","Washington State","Pac-12","North","9.9","13","11","2","0","9","7","2","0","7","6","1","0","5","4","1","0"
"2018","2241","Gardner-Webb","Big South","","0","11","3","8","0","5","2","3","0","6","2","4","0","5","1","4","0"
"2018","2169","Delaware State","MEAC","","0","11","3","8","0","7","2","5","0","4","3","1","0","7","0","7","0"
"2018","2142","Colgate","Patriot","","0","12","10","2","0","6","6","0","0","5","5","0","0","7","5","2","0"
"2018","2551","Shaw","CIAA","Southern","0","2","0","2","0","0","0","0","0","0","0","0","0","2","0","2","0"
"2018","201","Oklahoma","Big 12","","11.5","14","12","2","0","10","9","1","0","7","7","0","0","4","4","0","0"
"2018","57","Florida","SEC","East","9.6","13","10","3","0","8","5","3","0","7","5","2","0","4","4","0","0"
"2018","2674","Valparaiso","Pioneer","","0","11","2","9","0","8","2","6","0","5","2","3","0","6","0","6","0"
"2018","2542","Savannah St","MEAC","","0","10","2","8","0","7","1","6","0","5","2","3","0","4","0","4","0"
"2018","2450","Norfolk State","MEAC","","0","11","4","7","0","8","3","5","0","6","3","3","0","5","1","4","0"
"2018","2805","Clark Atlanta","SIAC","East","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2018","2232","Fort Valley State","SIAC","East","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2018","130","Michigan","Big Ten","East","9.6","13","10","3","0","9","8","1","0","7","7","0","0","5","3","2","0"
"2018","36","Colorado State","Mountain West","Mountain","3.1","12","3","9","0","8","2","6","0","6","2","4","0","5","1","4","0"
"2018","2413","Morehead State","Pioneer","","0","11","3","8","0","8","2","6","0","6","2","4","0","5","1","4","0"
"2018","8","Arkansas","SEC","West","3.2","12","2","10","0","8","0","8","0","7","2","5","0","4","0","4","0"
"2018","2405","Monmouth","Big South","","0","11","8","3","0","5","4","1","0","6","5","1","0","5","3","2","0"
"2018","326","Texas State","Sun Belt","East","5","12","3","9","0","8","1","7","0","6","2","4","0","6","1","5","0"
"2018","2623","Missouri State","MVFC","","0","11","4","7","0","8","2","6","0","6","3","3","0","5","1","4","0"
"2018","2005","Air Force","Mountain West","Mountain","6.4","12","5","7","0","8","3","5","0","6","4","2","0","6","1","5","0"
"2018","2181","Drake","Pioneer","","0.3","11","7","4","0","8","6","2","0","5","3","2","0","6","4","2","0"
"2018","46","Georgetown","Patriot","","0","11","5","6","0","6","4","2","0","5","2","3","0","6","3","3","0"
"2018","2673","Valdosta State","Gulf South","","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2018","70","Idaho","Big Sky","","0","11","4","7","0","7","2","5","0","5","4","1","0","6","0","6","0"
"2018","2029","Arkansas-Pine Bluff","SWAC","West","0","10","2","8","0","7","1","6","0","4","1","3","0","6","1","5","0"
"2018","2824","Oklahoma Panhandle St","Independent DII","","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2018","38","Colorado","Pac-12","South","5.3","12","5","7","0","9","2","7","0","6","3","3","0","5","1","4","0"
"2018","2369","Mars Hill","South Atlantic","","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0"
"2018","171","Columbia","Ivy","","0","10","6","4","0","7","3","4","0","5","3","2","0","5","3","2","0"
"2018","2803","Bryant","NEC","","0","11","6","5","0","6","2","4","0","5","3","2","0","6","3","3","0"
"2018","2710","Western Illinois","MVFC","","0","11","5","6","0","8","4","4","0","5","3","2","0","6","2","4","0"
